Students	2909
1441	148 74 74 216 335 
1442	91 
1443	72 
1444	211 
1445	211 91 92 
1446	120 
1447	212 
1448	176 
1449	211 91 92 
1450	196 
1451	8 
1452	72 
1453	245 
1454	193 
1455	284 
1456	229 24 
1457	51 
1458	229 197 149 
1459	99 323 204 
1460	49 319 271 154 
1461	156 125 252 
1462	137 35 
1463	17 18 19 91 92 96 
1464	49 154 269 332 
1465	5 6 104 
1466	254 
1467	21 172 
1468	35 178 
1469	38 78 12 211 
1470	122 45 158 211 
1471	263 173 96 96 
1472	249 146 264 288 
1473	148 9 55 9 229 
1474	204 235 131 268 31 
1475	156 287 44 150 
1476	72 188 321 96 
1477	88 253 55 95 
1478	252 
1479	28 200 94 36 36 
1480	269 94 255 45 7 
1481	72 39 216 39 
1482	173 36 36 
1483	173 235 204 
1484	27 211 321 89 89 
1485	211 39 39 321 
1486	57 135 
1487	258 
1488	74 74 
1489	110 86 37 169 
1490	320 318 95 106 96 96 
1491	320 53 283 210 
1492	320 31 
1493	31 
1494	53 89 89 9 9 231 
1495	53 
1496	238 
1497	142 133 235 
1498	308 103 303 
1499	229 146 211 316 156 
1500	80 304 305 
1501	164 
1502	235 131 
1503	122 
1504	146 
1505	131 
1506	136 
1507	109 
1508	91 92 
1509	296 109 
1510	200 
1511	91 92 
1512	16 
1513	94 
1514	78 147 164 39 39 
1515	154 
1516	322 
1517	77 123 
1518	94 315 42 
1519	123 
1520	183 270 316 
1521	28 83 
1522	15 16 
1523	169 148 9 9 8 
1524	148 158 45 243 
1525	101 146 43 
1526	166 148 40 170 
1527	158 
1528	94 88 190 
1529	215 
1530	88 91 
1531	97 90 
1532	81 
1533	71 126 109 320 35 
1534	162 297 166 244 
1535	181 48 260 22 213 
1536	138 78 285 194 
1537	322 325 321 105 
1538	60 228 45 252 
1539	216 41 
1540	94 229 175 34 
1541	89 89 45 158 36 36 
1542	211 89 89 36 36 
1543	191 32 63 
1544	94 162 321 69 
1545	52 297 
1546	91 92 
1547	235 
1548	53 
1549	55 158 
1550	23 217 149 262 163 
1551	71 124 
1552	70 
1553	94 321 27 36 36 
1554	72 53 
1555	77 53 101 
1556	173 
1557	242 265 178 321 
1558	235 22 
1559	70 74 74 44 
1560	164 126 254 150 
1561	131 
1562	154 
1563	94 91 92 
1564	53 211 
1565	53 150 
1566	216 
1567	109 
1568	101 131 235 
1569	27 250 126 75 
1570	72 74 36 36 74 
1571	200 235 229 
1572	187 
1573	142 
1574	291 291 158 321 
1575	219 78 289 159 
1576	216 
1577	91 92 
1578	200 
1579	126 54 321 
1580	156 48 235 
1581	55 35 
1582	94 5 150 
1583	237 25 44 231 
1584	172 77 62 4 
1585	253 
1586	178 
1587	96 117 96 
1588	155 56 157 
1589	286 194 124 141 
1590	131 77 181 
1591	174 42 
1592	307 
1593	211 235 204 105 
1594	230 242 
1595	231 53 
1596	105 265 252 
1597	116 22 156 
1598	328 38 37 12 
1599	309 
1600	53 
1601	91 92 
1602	91 92 
1603	49 
1604	144 
1605	109 150 283 325 
1606	89 89 
1607	90 
1608	146 49 107 
1609	40 
1610	116 
1611	174 258 
1612	64 174 
1613	73 
1614	109 36 36 321 211 
1615	131 
1616	201 
1617	53 
1618	228 
1619	195 
1620	153 
1621	249 
1622	156 283 47 23 
1623	249 
1624	180 
1625	229 316 
1626	53 
1627	107 138 207 92 
1628	91 92 
1629	321 219 35 36 36 
1630	322 
1631	178 
1632	96 96 
1633	188 
1634	90 64 
1635	207 216 162 
1636	150 
1637	330 
1638	234 
1639	150 
1640	91 
1641	91 
1642	321 
1643	74 74 200 27 89 89 161 
1644	194 
1645	231 
1646	239 332 
1647	205 
1648	211 
1649	235 
1650	97 
1651	107 128 322 31 
1652	43 
1653	54 16 134 
1654	21 42 107 
1655	170 
1656	71 65 16 257 
1657	194 124 
1658	150 
1659	117 
1660	96 96 
1661	35 
1662	185 320 126 
1663	177 217 
1664	195 
1665	269 178 
1666	28 122 211 218 
1667	78 
1668	281 
1669	30 
1670	32 31 
1671	104 265 30 
1672	131 
1673	148 
1674	318 
1675	270 169 
1676	40 
1677	122 322 
1678	83 
1679	78 
1680	241 120 
1681	28 
1682	88 
1683	335 309 
1684	20 
1685	256 
1686	150 
1687	120 
1688	161 53 
1689	169 
1690	78 227 
1691	132 174 
1692	132 
1693	183 172 199 94 199 
1694	218 
1695	225 
1696	96 96 
1697	325 
1698	31 77 
1699	153 29 31 
1700	6 280 5 30 
1701	107 48 49 150 
1702	266 
1703	77 
1704	53 322 
1705	78 210 150 
1706	39 39 31 
1707	110 
1708	99 
1709	91 92 
1710	30 
1711	82 
1712	88 
1713	265 268 31 
1714	97 
1715	142 
1716	164 324 322 325 
1717	310 
1718	100 
1719	269 254 
1720	228 
1721	124 293 318 54 
1722	21 
1723	270 
1724	81 
1725	28 
1726	101 269 255 226 326 
1727	34 
1728	34 
1729	92 
1730	34 
1731	131 77 32 
1732	16 
1733	8 
1734	338 339 341 342 341 
1735	343 344 345 347 
1736	349 350 351 352 
1737	353 341 352 355 341 
1738	356 356 357 358 359 360 
1739	354 363 365 341 341 
1740	362 351 344 352 
1741	362 375 377 378 
1742	380 352 355 381 382 
1743	384 385 377 345 
1744	385 341 352 354 341 
1745	351 371 388 
1746	389 390 352 355 392 
1747	393 395 340 396 
1748	400 343 401 402 
1749	354 394 352 403 367 
1750	404 406 341 408 355 341 
1751	409 385 409 412 408 412 
1752	354 353 358 413 
1753	414 341 407 340 341 
1754	416 417 418 419 
1755	356 353 356 420 357 340 
1756	422 409 423 412 409 412 
1757	409 363 412 409 359 412 
1758	426 370 427 428 
1759	388 371 354 431 
1760	432 433 434 435 437 
1761	439 439 407 440 441 
1762	442 443 445 446 
1763	447 450 451 
1764	422 410 453 
1765	455 457 360 373 
1766	458 379 459 460 
1767	375 427 358 341 341 
1768	380 371 352 341 341 
1769	393 385 462 463 
1770	465 355 467 
1771	356 469 356 357 358 
1772	384 388 358 470 441 
1773	471 472 473 397 398 
1774	475 379 477 
1775	479 480 481 
1776	483 380 377 352 
1777	354 483 380 346 
1778	484 485 485 486 486 487 
1779	485 485 488 489 490 490 
1780	414 380 352 342 
1781	339 496 496 340 498 498 
1782	353 366 500 396 
1783	501 497 411 486 486 
1784	393 466 502 359 
1785	471 374 428 397 398 
1786	475 337 503 346 
1787	469 346 408 482 
1788	471 507 407 412 412 
1789	509 510 441 391 
1790	374 511 512 459 
1791	513 471 473 459 434 
1792	515 516 517 
1793	393 395 428 398 397 
1794	443 519 520 
1795	471 521 524 
1796	501 364 497 526 
1797	527 446 398 529 
1798	530 362 531 346 
1799	356 356 420 357 532 531 
1800	349 466 420 533 
1801	358 532 341 342 341 
1802	362 348 536 423 
1803	351 388 428 365 
1804	538 539 541 
1805	542 384 363 412 412 
1806	393 544 
1807	546 548 549 
1808	551 552 553 554 368 
1809	444 555 376 377 555 
1810	557 378 391 559 
1811	356 375 356 420 535 560 
1812	348 536 385 546 561 
1813	354 409 375 412 409 412 
1814	354 562 495 342 
1815	563 
1816	471 528 564 459 
1817	468 428 500 565 
1818	354 343 459 397 398 
1819	384 523 521 567 
1820	388 568 
1821	354 475 512 525 
1822	523 521 386 535 
1823	570 571 502 355 
1824	343 537 558 480 
1825	390 408 544 572 392 
1826	573 574 574 575 576 382 
1827	387 511 
1828	579 580 466 581 
1829	354 409 364 412 409 412 
1830	530 582 
1831	584 586 
1832	409 412 409 587 412 
1833	409 429 386 409 408 
1834	579 466 340 463 
1835	588 575 379 398 589 
1836	551 552 411 591 
1837	370 470 592 441 
1838	458 459 
1839	539 356 356 503 488 486 486 
1840	593 537 561 397 398 
1841	473 537 558 592 
1842	594 363 364 595 
1843	409 412 409 358 397 398 412 
1844	390 354 355 572 
1845	597 598 465 428 
1846	471 588 558 500 397 398 
1847	409 412 409 381 470 412 382 
1848	339 599 486 486 
1849	350 375 358 500 
1850	600 601 
1851	550 603 591 604 605 
1852	585 429 407 412 412 
1853	557 459 525 
1854	555 376 346 555 489 
1855	415 353 608 609 
1856	593 521 508 498 498 
1857	353 610 532 611 
1858	409 412 409 355 525 412 
1859	580 496 496 379 463 
1860	362 380 339 355 
1861	587 417 
1862	414 615 346 340 
1863	362 616 617 594 
1864	468 471 374 
1865	621 523 622 623 624 
1866	468 362 626 353 
1867	527 597 627 627 574 574 
1868	374 628 415 577 
1869	621 
1870	409 558 379 412 409 412 
1871	469 466 462 534 
1872	356 416 356 358 345 
1873	475 544 525 
1874	632 633 355 634 
1875	635 535 459 637 
1876	523 416 497 535 
1877	343 444 638 434 
1878	521 524 
1879	485 485 639 481 
1880	362 599 639 640 
1881	541 466 480 
1882	468 534 581 459 
1883	546 396 641 
1884	415 580 481 
1885	363 537 512 412 412 
1886	555 580 466 480 555 
1887	371 408 642 434 
1888	468 386 574 574 
1889	426 473 564 398 397 
1890	501 606 558 596 
1891	427 466 352 408 
1892	599 488 645 487 
1893	646 647 648 
1894	386 641 
1895	531 358 408 441 
1896	374 584 546 483 
1897	485 485 488 486 487 486 
1898	626 586 358 345 
1899	405 386 649 419 
1900	584 409 650 409 412 412 
1901	652 597 512 382 
1902	385 580 581 480 
1903	356 380 356 371 357 397 398 
1904	582 446 459 
1905	653 496 496 654 
1906	522 346 
1907	443 384 388 358 
1908	655 656 480 354 
1909	658 444 339 417 
1910	409 659 412 409 412 
1911	661 654 
1912	471 353 428 397 398 
1913	356 571 356 466 663 
1914	370 339 352 482 
1915	362 354 586 391 
1916	538 563 568 
1917	665 351 355 
1918	374 378 482 342 
1919	666 449 337 630 
1920	667 568 519 
1921	626 388 341 440 341 
1922	466 568 669 519 470 
1923	468 380 507 407 
1924	471 350 555 507 555 
1925	386 345 477 531 
1926	670 390 412 412 392 
1927	517 587 
1928	409 337 497 412 409 412 
1929	356 356 599 537 486 671 486 
1930	672 370 673 440 
1931	393 558 500 
1932	531 385 388 341 341 
1933	513 619 675 591 
1934	676 651 535 398 397 
1935	377 446 440 342 
1936	475 386 503 340 
1937	483 352 341 341 368 
1938	507 412 341 491 412 341 
1939	468 341 352 483 341 
1940	542 585 495 461 382 
1941	599 497 486 486 
1942	643 626 353 345 
1943	380 458 358 397 398 
1944	407 498 679 437 498 
1945	468 362 341 531 341 
1946	583 338 586 345 
1947	374 680 523 352 
1948	341 638 682 355 341 
1949	444 477 683 
1950	685 561 398 
1951	411 512 535 637 
1952	607 525 
1953	454 567 
1954	494 628 616 366 
1955	632 353 363 412 412 
1956	652 468 454 446 382 
1957	362 375 385 610 
1958	615 363 531 341 341 
1959	352 341 602 341 
1960	384 495 692 342 
1961	426 557 523 473 
1962	672 341 358 693 341 
1963	539 485 485 581 488 412 412 
1964	557 563 568 633 
1965	351 466 534 586 
1966	352 366 341 431 341 
1967	655 592 
1968	617 639 586 486 
1969	409 356 356 388 466 409 
1970	479 408 696 403 367 
1971	393 674 340 500 
1972	697 386 452 
1973	492 674 483 532 
1974	501 558 379 436 
1975	547 548 
1976	652 471 386 699 
1977	700 457 
1978	617 508 639 640 
1979	384 521 524 504 
1980	540 640 
1981	485 485 541 397 
1982	370 444 376 417 
1983	356 356 488 487 490 490 
1984	584 414 395 341 341 
1985	414 388 341 478 341 
1986	705 687 616 380 
1987	387 370 353 500 
1988	468 707 380 352 
1989	466 667 656 519 
1990	709 
1991	616 371 388 378 
1992	507 497 363 412 412 
1993	617 406 407 412 412 
1994	485 485 599 486 360 486 
1995	409 444 375 412 409 412 
1996	409 444 412 409 366 412 
1997	710 410 459 677 
1998	476 346 418 421 
1999	528 598 564 360 
2000	711 472 712 502 459 
2001	594 346 709 342 
2002	349 495 503 591 
2003	385 406 715 408 
2004	716 481 688 
2005	626 465 477 500 
2006	672 338 346 440 
2007	473 611 592 
2008	444 521 561 717 355 
2009	718 523 382 
2010	386 473 397 398 
2011	719 354 418 720 
2012	721 479 480 481 634 
2013	712 469 341 355 341 
2014	568 669 677 591 
2015	375 626 371 503 
2016	599 486 682 486 437 604 
2017	409 409 412 525 412 
2018	407 352 722 341 341 
2019	533 723 462 
2020	475 496 496 418 720 
2021	351 427 406 352 
2022	472 534 724 502 
2023	598 380 345 346 
2024	725 471 597 612 
2025	563 568 669 578 
2026	485 485 486 408 341 486 341 
2027	727 521 
2028	438 688 592 
2029	386 352 341 431 341 
2030	618 420 359 708 
2031	590 363 412 587 412 
2032	571 495 412 412 
2033	472 394 463 
2034	533 390 544 572 392 
2035	528 370 359 341 341 
2036	369 337 379 459 
2037	670 374 352 463 
2038	485 485 490 487 490 
2039	385 580 463 
2040	466 563 568 534 
2041	552 
2042	594 412 397 398 412 436 
2043	523 512 366 535 
2044	585 429 503 446 
2045	350 375 339 428 
2046	374 352 708 730 
2047	728 
2048	504 731 502 403 367 
2049	729 552 611 
2050	605 
2051	733 371 533 358 
2052	563 582 568 669 
2053	517 521 346 
2054	588 378 379 359 
2055	348 393 428 500 
2056	429 735 
2057	356 356 555 708 341 555 341 
2058	728 
2059	376 388 408 737 
2060	464 740 413 576 
2061	733 616 466 532 
2062	653 654 
2063	444 465 346 417 
2064	337 397 398 
2065	485 485 541 488 
2066	583 598 339 614 
2067	471 689 615 657 
2068	371 388 338 742 
2069	356 356 638 365 341 341 
2070	673 385 339 535 
2071	447 374 607 
2072	409 715 412 409 743 412 
2073	387 485 485 541 
2074	387 479 481 
2075	475 358 614 366 
2076	471 539 488 412 412 
2077	393 472 564 544 
2078	646 745 
2079	494 416 511 481 470 
2080	363 575 647 637 
2081	616 536 376 417 
2082	687 522 747 525 
2083	495 561 459 525 
2084	748 749 
2085	751 727 397 398 
2086	466 533 519 544 
2087	468 374 654 
2088	643 485 485 541 488 
2089	585 640 
2090	386 377 378 341 341 
2091	600 397 398 
2092	754 518 355 755 
2093	471 611 398 
2094	524 452 423 757 677 
2095	393 409 485 485 409 397 
2096	370 341 377 482 341 
2097	356 356 358 359 483 
2098	471 395 459 483 
2099	586 459 
2100	541 688 525 367 382 
2101	464 450 358 428 
2102	606 557 465 760 
2103	761 387 363 412 412 
2104	374 483 337 535 
2105	492 351 586 378 
2106	459 
2107	674 412 408 592 412 
2108	664 759 435 605 
2109	493 507 588 595 
2110	483 385 507 352 
2111	374 473 
2112	766 588 558 379 446 
2113	405 371 352 341 341 
2114	388 466 408 359 
2115	479 767 716 768 
2116	691 588 407 378 379 
2117	513 494 769 379 459 
2118	371 408 722 560 441 
2119	358 532 341 595 341 
2120	350 508 532 341 341 
2121	363 497 512 412 412 
2122	362 678 521 522 
2123	522 688 677 
2124	583 416 771 647 592 
2125	687 616 338 412 412 
2126	537 364 412 359 412 
2127	399 472 503 509 
2128	485 485 639 599 558 490 490 
2129	473 396 544 
2130	533 736 534 434 
2131	686 352 345 432 
2132	468 497 531 359 
2133	668 434 
2134	501 384 523 379 
2135	409 519 412 409 398 412 424 
2136	353 388 358 638 
2137	643 412 461 412 453 
2138	652 395 341 483 341 
2139	643 411 640 382 
2140	774 514 595 560 
2141	356 483 356 352 611 
2142	353 462 534 
2143	541 488 640 592 
2144	356 356 406 580 466 
2145	384 524 776 709 
2146	385 358 354 341 341 
2147	672 351 343 357 578 
2148	495 386 532 737 
2149	406 339 346 365 560 
2150	517 700 446 346 
2151	644 537 558 411 647 
2152	472 383 463 365 
2153	448 370 664 
2154	388 463 502 509 
2155	644 378 411 730 
2156	388 532 355 342 
2157	471 409 412 409 434 412 
2158	383 610 682 355 
2159	369 406 667 
2160	723 736 779 
2161	351 370 496 397 398 
2162	374 483 507 777 
2163	471 475 586 
2164	781 639 363 640 
2165	501 562 507 407 
2166	389 390 578 572 392 
2167	631 397 398 
2168	536 575 661 
2169	626 465 371 555 555 
2170	422 450 622 624 453 
2171	343 454 345 403 367 
2172	664 599 486 486 441 
2173	665 761 565 683 
2174	356 531 356 341 421 341 
2175	782 606 429 681 
2176	483 416 352 341 341 
2177	617 485 485 639 486 486 382 
2178	409 351 363 412 409 412 
2179	449 340 641 688 
2180	387 356 375 356 357 355 
2181	387 397 398 591 
2182	783 375 
2183	337 452 403 
2184	352 417 396 641 
2185	784 517 
2186	358 610 482 341 341 
2187	707 354 341 431 341 
2188	370 358 359 391 
2189	416 555 377 555 342 
2190	504 785 581 354 
2191	432 609 434 
2192	471 411 611 576 
2193	485 485 633 785 639 
2194	358 671 341 441 341 
2195	744 661 787 
2196	352 671 487 
2197	466 655 656 480 
2198	492 349 528 673 
2199	643 469 427 346 
2200	380 352 358 341 341 
2201	594 339 352 638 
2202	438 353 581 778 428 
2203	388 466 655 679 
2204	409 351 427 412 409 412 
2205	618 501 497 411 
2206	733 339 568 669 
2207	580 479 481 
2208	462 534 564 746 
2209	508 599 640 459 470 
2210	442 756 662 588 411 
2211	354 415 475 355 
2212	580 479 481 
2213	427 352 358 341 341 
2214	374 393 788 528 
2215	356 356 420 789 682 381 
2216	409 537 363 412 409 412 
2217	598 545 523 353 
2218	387 405 346 535 470 
2219	343 617 507 498 498 
2220	686 
2221	390 352 412 412 392 
2222	390 407 537 412 412 392 
2223	539 485 485 488 486 486 
2224	594 406 610 613 
2225	406 466 716 768 
2226	536 546 434 790 
2227	672 356 380 356 341 341 
2228	501 406 363 497 
2229	472 564 509 592 
2230	471 370 417 396 
2231	341 395 537 354 341 
2232	485 485 363 358 341 341 
2233	414 465 706 555 555 
2234	626 586 340 341 341 
2235	362 387 375 427 
2236	586 
2237	466 563 669 791 
2238	643 541 525 
2239	409 406 412 409 355 412 
2240	580 480 535 355 
2241	789 407 412 434 412 
2242	384 339 531 592 
2243	444 617 363 364 
2244	792 434 792 634 
2245	643 535 
2246	580 481 397 398 677 
2247	655 728 344 703 
2248	393 505 463 592 
2249	672 546 363 561 
2250	599 639 640 381 
2251	617 599 639 411 486 486 
2252	370 358 341 764 341 
2253	580 479 481 398 
2254	540 558 640 
2255	388 496 360 
2256	388 462 534 
2257	697 339 661 611 
2258	614 459 
2259	387 385 352 341 341 
2260	466 568 669 470 391 
2261	795 473 428 413 
2262	670 468 537 412 412 
2263	485 485 352 490 487 490 
2264	466 558 408 
2265	527 644 537 559 
2266	763 388 615 366 
2267	393 407 428 434 
2268	362 707 352 682 
2269	371 363 440 500 708 
2270	354 409 537 412 409 412 
2271	471 612 639 640 
2272	621 523 521 388 
2274	370 483 380 345 
2275	388 639 640 
2276	483 496 496 477 367 368 
2277	727 706 496 496 564 
2278	616 370 458 440 
2279	614 491 432 434 
2280	374 528 469 589 
2281	518 377 446 561 
2282	515 450 444 
2283	485 485 541 623 488 
2284	580 656 
2285	733 616 656 
2286	351 352 682 341 341 
2287	351 503 363 412 412 
2288	497 564 589 
2289	799 688 382 
2290	362 466 519 381 
2291	393 571 519 463 470 
2292	429 614 440 
2293	393 674 466 397 398 
2294	374 393 528 752 
2295	800 374 801 789 625 
2296	528 397 398 
2297	558 379 630 
2298	618 728 779 746 
2299	540 508 640 
2300	710 803 518 354 
2301	389 581 364 677 
2302	476 407 497 526 
2303	675 804 622 805 430 
2304	537 402 589 
2305	555 485 485 555 341 743 341 
2306	458 340 354 500 
2307	574 574 639 486 499 486 
2308	465 395 555 555 397 398 
2309	571 667 656 568 
2310	788 660 489 764 
2311	468 807 389 
2312	409 385 379 412 409 412 
2314	702 494 753 808 
2315	670 352 412 412 809 
2316	380 352 354 434 
2317	409 352 409 358 
2318	571 810 364 411 
2319	388 533 395 364 
2320	469 427 352 341 341 
2321	599 497 486 592 486 
2322	468 610 682 341 341 
2323	405 416 352 345 
2324	356 404 673 356 357 355 
2325	501 409 485 485 379 409 
2326	395 345 708 341 341 
2327	475 338 600 608 
2328	795 609 
2329	811 811 412 668 544 412 
2330	542 586 340 354 
2331	339 569 342 
2332	542 485 485 488 486 486 
2333	539 488 490 490 441 
2334	343 388 345 340 
2335	353 547 548 
2336	493 473 363 535 
2337	464 393 473 428 
2338	483 377 359 441 
2339	732 
2340	363 359 341 677 341 
2341	421 380 388 
2342	574 574 535 813 
2343	551 814 552 593 
2344	815 668 
2345	594 341 412 358 412 341 
2346	387 380 497 341 341 
2347	521 592 
2348	761 769 605 435 
2349	344 463 428 434 
2350	584 708 341 478 341 
2351	497 647 648 
2352	411 486 677 382 559 486 
2353	787 
2354	395 722 341 391 341 
2355	483 386 446 477 
2356	388 352 564 502 
2357	362 531 337 341 341 
2358	469 353 388 352 
2359	687 375 446 611 
2360	409 710 412 409 595 412 
2361	370 500 397 398 418 
2362	387 459 397 398 
2363	349 388 549 355 
2364	564 463 
2365	414 388 466 420 
2366	661 677 
2367	443 377 345 682 
2368	486 737 366 487 486 
2369	409 407 412 409 355 412 
2370	468 380 386 354 
2371	705 501 687 495 
2372	479 767 716 768 481 
2373	448 450 612 717 
2374	337 495 352 412 412 
2375	817 403 424 419 
2376	442 362 535 397 398 
2377	538 675 541 462 488 
2378	457 548 661 
2379	414 380 371 341 341 
2380	528 580 338 480 
2381	819 530 627 627 341 341 
2382	468 370 507 682 
2383	409 427 508 412 409 412 
2384	354 485 485 507 397 398 
2385	354 611 418 483 
2386	621 674 388 525 
2387	521 630 367 
2388	380 371 708 341 341 
2389	393 821 600 366 
2390	594 664 483 419 
2391	394 518 339 386 482 
2392	374 580 466 480 
2393	521 524 574 574 
2394	380 371 388 428 
2395	593 586 661 611 
2396	541 599 488 363 403 
2397	727 475 508 561 
2398	644 588 537 575 592 
2399	471 646 372 
2400	551 618 822 599 
2401	409 542 555 358 412 409 555 412 
2402	475 386 507 417 
2403	539 488 352 486 486 
2404	729 541 488 611 
2405	485 485 639 352 486 470 486 
2406	374 337 564 459 
2407	555 508 555 396 531 
2408	523 366 611 525 368 
2409	651 416 600 412 412 
2410	531 388 358 341 341 
2411	337 339 358 722 
2412	475 590 
2413	521 524 514 824 
2414	472 534 778 731 
2415	393 423 500 397 398 
2416	710 351 495 366 341 341 
2417	571 519 
2418	362 366 428 431 
2419	485 485 338 355 397 398 
2420	494 415 465 428 
2421	455 601 352 412 412 
2422	393 472 574 574 473 
2423	796 795 508 567 
2424	601 599 486 360 486 
2425	485 485 341 352 722 341 
2426	374 351 507 491 
2427	806 521 342 347 
2428	527 501 406 497 
2429	541 599 364 488 453 
2430	542 639 599 486 355 486 
2431	370 483 434 441 
2432	652 356 356 722 341 341 
2433	501 710 379 342 
2434	766 468 626 341 341 
2435	655 656 390 519 470 
2436	404 386 342 419 
2437	774 651 386 706 
2438	374 534 
2439	466 568 669 534 
2440	643 525 441 
2441	539 541 639 512 382 
2442	558 363 412 412 
2443	351 784 727 397 398 
2444	828 588 558 378 379 
2445	626 427 341 434 341 
2446	443 351 390 428 392 
2447	374 673 817 359 
2448	354 376 371 418 
2449	710 384 532 595 
2450	442 542 384 497 
2451	795 631 823 436 
2452	369 548 480 
2453	556 337 377 412 412 
2454	362 707 404 377 470 
2455	672 377 682 526 
2456	414 385 376 377 
2457	469 742 366 531 
2458	468 387 469 
2459	393 500 830 752 
2460	356 356 406 420 357 357 708 
2461	659 743 
2462	354 429 503 459 
2463	393 534 390 341 392 341 
2464	673 352 591 824 
2465	631 458 459 
2466	337 485 485 352 341 341 
2467	454 420 359 
2468	500 342 
2469	375 420 389 390 
2470	358 359 708 341 341 
2471	670 604 591 373 605 470 
2472	483 341 358 682 341 
2473	538 539 370 488 490 490 
2474	539 521 523 485 485 599 
2475	598 685 545 427 
2476	536 423 428 396 
2477	343 415 341 692 341 
2478	363 412 359 535 412 
2479	617 416 427 341 341 
2480	446 831 
2481	531 558 408 436 
2482	356 385 356 358 354 
2483	597 612 625 
2484	356 356 706 354 355 
2485	768 352 592 
2486	555 352 555 610 341 341 
2487	673 535 708 342 
2488	571 466 355 459 
2489	485 485 508 
2490	370 555 338 555 483 
2491	356 616 356 371 341 341 
2492	393 796 432 
2493	530 564 
2494	350 682 434 391 
2495	646 537 559 
2496	675 485 485 462 490 490 
2497	807 543 473 354 
2498	356 594 356 341 357 354 341 
2499	354 707 371 345 
2500	469 616 588 497 411 
2501	612 507 790 391 
2502	398 730 470 
2503	465 555 555 531 341 382 341 
2504	643 689 741 651 467 
2505	644 834 804 537 364 
2506	594 466 
2507	506 427 377 446 
2508	343 352 358 722 
2509	707 356 356 508 355 
2510	719 747 500 797 835 
2511	485 388 485 640 381 592 
2512	800 605 435 554 591 837 
2513	465 611 592 589 
2514	350 376 715 346 
2515	374 351 483 594 
2516	472 736 564 771 
2517	674 511 544 
2518	475 396 569 544 
2519	370 375 337 377 
2520	727 521 717 677 
2521	664 446 346 459 
2522	449 650 495 
2523	643 374 450 561 
2524	531 341 345 403 424 341 
2525	606 685 385 377 
2526	803 659 709 
2527	466 440 
2528	732 
2529	466 563 568 
2530	539 455 639 640 470 
2531	471 597 612 512 
2532	800 644 537 359 436 
2533	350 385 457 341 341 
2534	800 591 554 605 
2535	383 479 481 
2536	409 375 412 409 434 412 
2537	528 408 397 398 
2538	370 794 381 342 470 
2539	405 386 535 470 441 
2540	815 673 808 839 
2541	479 
2542	539 488 558 490 490 
2543	840 713 841 453 
2544	724 592 
2545	406 352 355 342 470 
2546	426 712 
2547	802 820 521 522 
2548	842 407 640 
2549	552 646 353 611 
2550	468 679 595 
2551	471 473 
2552	358 463 544 441 
2553	488 412 381 382 490 490 412 
2554	657 446 624 
2555	354 343 626 371 366 
2556	351 385 363 512 
2557	409 458 407 412 409 412 
2558	409 444 412 409 843 412 
2559	362 523 346 440 
2560	618 617 611 373 
2561	468 352 682 341 341 
2562	409 353 411 409 412 412 
2563	393 395 428 
2564	643 450 507 558 
2565	594 667 558 519 
2566	427 804 622 639 486 486 
2567	674 615 547 587 
2568	405 599 358 490 490 
2569	485 485 487 490 490 
2570	643 518 453 
2571	362 523 441 
2572	472 432 740 609 
2573	539 633 488 382 490 490 
2575	475 386 476 
2576	845 673 495 812 
2578	386 740 
2579	390 355 421 392 
2580	462 778 434 437 
2581	688 467 677 382 
2582	567 432 433 434 
2583	352 682 341 478 341 
2584	646 788 521 
2585	374 611 359 391 
2586	483 555 555 347 402 
2587	353 789 688 425 
2588	848 607 598 674 
2589	710 664 344 630 
2590	618 361 662 588 379 
2591	568 391 367 392 
2592	612 367 391 403 
2593	380 371 378 341 341 341 
2594	422 677 
2595	571 675 466 
2596	469 370 537 379 
2597	795 600 430 634 
2598	585 457 
2599	388 591 
2600	374 384 440 391 
2601	719 797 730 720 
2602	535 459 
2603	705 485 485 338 412 412 
2604	350 340 346 482 
2605	646 596 525 
2606	799 414 370 578 
2607	849 850 
2608	672 395 428 397 398 
2609	537 412 359 341 412 341 
2610	607 621 561 709 
2611	443 409 537 409 412 412 
2612	483 581 476 682 
2613	733 420 390 572 392 
2614	442 361 664 596 
2615	485 485 639 599 488 490 490 
2616	558 412 482 342 412 
2617	672 388 365 355 
2618	475 397 453 
2619	485 485 407 537 412 412 
2620	643 612 341 638 341 
2621	542 568 669 368 
2622	597 629 545 
2623	380 354 355 483 
2624	851 758 496 496 587 
2625	485 485 541 488 694 
2626	580 480 638 682 355 
2627	356 469 356 357 355 398 
2628	401 406 420 590 
2629	673 459 
2630	374 343 733 616 396 
2631	725 852 800 398 
2632	521 522 671 
2633	388 627 627 826 826 633 
2634	517 394 664 441 
2635	600 564 437 604 
2637	356 351 594 356 420 
2638	542 735 853 578 
2639	664 615 451 
2640	469 537 363 364 
2641	644 588 537 379 
2642	471 494 415 353 459 
2643	471 370 459 592 
2644	351 722 355 341 341 
2645	527 540 640 
2647	656 537 345 696 
2648	710 459 827 759 
2649	508 534 407 564 
2650	485 485 639 640 397 398 
2651	387 854 
2652	477 365 
2653	468 507 407 412 412 
2654	831 688 381 592 
2655	485 485 588 497 411 360 
2656	494 380 466 
2657	855 856 535 604 437 
2658	409 799 352 409 342 
2659	409 352 409 692 342 
2660	469 390 519 340 392 
2661	616 363 558 708 
2662	826 826 736 
2663	857 631 765 
2664	669 568 412 677 412 
