Students	2293
1379	327 362 293 330 327 330 
1380	327 362 330 327 284 330 
1381	628 328 377 595 
1382	394 264 336 339 
1383	446 516 482 278 
1384	629 390 630 420 377 
1385	512 264 627 260 
1386	267 413 421 509 
1387	303 324 633 326 
1388	634 399 606 
1389	544 383 395 418 
1390	590 256 264 358 
1391	391 529 510 
1392	362 439 479 635 273 
1393	636 441 300 
1394	304 391 315 316 
1395	637 272 336 638 
1396	639 397 398 399 552 
1397	630 387 259 273 259 
1398	486 587 595 509 
1399	293 544 289 421 
1400	517 404 600 404 355 522 
1401	327 327 330 443 330 
1402	325 270 640 259 259 
1403	451 641 380 
1404	393 414 414 336 638 
1405	269 345 324 270 
1406	390 452 642 420 
1407	516 298 263 264 
1408	643 389 515 530 
1409	481 486 587 496 
1410	403 403 404 326 259 404 259 
1411	645 439 
1412	356 606 510 
1413	304 270 259 349 259 
1414	536 338 277 626 
1415	508 281 330 505 330 
1416	489 413 330 330 
1417	390 312 381 
1418	451 308 462 490 310 
1419	446 288 277 259 259 
1420	287 255 297 377 
1421	588 292 270 381 
1422	403 403 408 405 408 
1423	303 498 381 
1424	384 481 486 452 
1425	470 
1426	512 330 315 316 330 354 
1427	441 430 284 453 
1428	503 347 421 364 
1429	268 293 257 346 
1430	292 270 626 648 
1431	646 
1432	422 649 420 321 285 
1433	647 470 529 
1434	523 
1435	651 289 451 276 
1436	481 500 486 587 
1437	435 439 264 
1438	506 296 297 277 
1439	266 311 346 418 
1440	347 653 
1441	274 274 473 626 259 473 259 
1442	646 
1443	294 306 326 655 
1444	382 658 331 494 
1445	651 534 384 450 
1446	571 572 
1447	362 383 264 335 
1448	255 315 316 
1449	403 403 459 406 
1450	501 516 257 532 
1451	389 607 533 575 
1452	289 306 256 660 
1453	274 274 556 283 259 259 
1454	591 303 257 453 
1455	365 292 525 
1456	327 633 330 327 661 330 
1457	305 403 403 459 
1458	305 397 399 
1459	393 276 532 284 
1460	389 457 406 330 330 
1461	311 390 482 462 
1462	564 663 
1463	412 334 429 399 388 
1464	281 493 565 555 
1465	534 454 294 335 
1466	605 440 665 443 
1467	413 479 377 443 
1468	666 667 
1469	669 645 315 316 
1470	384 451 437 462 
1471	386 292 572 
1472	561 403 403 459 406 
1473	503 558 
1474	304 295 296 259 259 
1475	518 315 316 
1476	672 436 273 673 
1477	389 529 316 
1478	442 370 341 675 595 
1479	311 327 403 403 327 315 
1480	288 259 295 400 259 
1481	274 274 276 277 401 
1482	389 313 377 401 
1483	504 377 
1484	459 606 443 285 300 
1485	382 368 276 346 
1486	524 475 383 678 
1487	679 305 281 330 330 
1488	292 401 255 453 
1489	410 269 504 296 
1490	377 
1491	592 330 326 510 330 
1492	582 677 353 523 
1493	411 425 506 513 
1494	401 303 425 270 
1495	292 391 
1496	684 506 476 297 364 
1497	323 289 270 259 259 
1498	306 384 326 277 
1499	397 685 634 686 
1500	609 506 325 296 297 
1501	431 412 687 297 377 
1502	289 326 640 478 359 
1503	276 450 259 513 259 
1504	268 426 450 259 259 
1505	281 415 430 330 330 
1506	280 596 439 440 
1507	440 606 595 
1508	501 334 689 565 510 
1509	605 534 256 330 330 
1510	455 282 330 277 330 
1511	317 390 421 427 
1512	403 403 557 517 476 408 408 
1513	391 314 462 
1514	451 654 452 352 
1515	604 270 263 350 
1516	386 415 449 277 
1517	586 352 
1518	419 302 441 297 
1519	327 437 330 327 316 330 342 
1520	271 306 276 556 
1521	561 330 379 330 371 
1522	570 313 259 401 259 
1523	561 329 558 300 
1524	692 432 513 478 
1525	274 401 274 270 529 
1526	271 380 452 
1527	459 406 558 510 
1528	274 274 324 498 384 
1529	302 442 694 627 
1530	303 276 272 259 259 
1531	590 269 261 275 496 
1532	413 304 450 655 
1533	324 257 264 283 478 
1534	435 618 364 264 
1535	562 455 476 329 565 
1536	390 301 381 283 
1537	366 288 582 
1538	306 381 420 427 
1539	562 296 329 648 
1540	306 450 273 260 
1541	389 327 330 327 352 330 
1542	301 528 600 273 
1543	287 324 585 
1544	641 654 697 
1545	269 288 414 315 316 
1546	292 401 425 695 
1547	389 393 504 
1548	699 557 281 558 
1549	419 480 425 325 
1550	307 308 496 490 310 
1551	549 315 316 
1552	454 493 579 
1553	544 383 289 473 473 
1554	340 368 540 542 371 
1555	261 372 263 321 285 
1556	582 517 404 404 359 
1557	583 679 483 601 
1558	274 449 274 259 339 259 
1559	700 524 347 599 
1560	401 334 270 259 259 
1561	535 403 403 557 404 404 300 
1562	327 269 281 330 327 330 
1563	367 258 559 606 
1564	305 274 293 274 275 273 
1565	305 315 316 509 
1566	701 293 
1567	255 370 321 
1568	270 335 314 559 
1569	702 435 
1570	276 528 400 259 259 
1571	625 272 259 349 259 
1572	288 276 277 309 
1573	334 473 295 473 260 
1574	422 703 499 272 
1575	350 527 352 
1576	389 329 529 494 
1577	403 403 551 703 557 
1578	276 589 259 359 259 
1579	662 579 705 
1580	270 589 405 
1581	384 573 574 398 
1582	410 267 446 591 
1583	561 387 345 264 
1584	298 270 276 259 259 
1585	512 257 270 556 
1586	356 271 499 696 346 
1587	306 384 573 597 
1588	327 269 345 330 327 330 
1589	536 419 415 329 
1590	651 257 486 587 
1591	498 397 399 
1592	380 452 482 664 
1593	426 517 558 377 388 
1594	360 674 580 506 329 
1595	272 333 393 273 
1596	498 397 399 
1597	345 270 276 259 259 
1598	292 311 706 446 
1599	274 274 338 707 600 299 
1600	327 455 281 330 327 330 
1601	516 463 441 271 
1602	305 323 264 453 388 
1603	261 535 425 416 416 
1604	604 
1605	308 270 330 330 310 
1606	308 325 455 330 330 310 
1607	457 403 403 406 404 404 
1608	512 324 528 531 
1609	324 384 634 686 
1610	454 464 352 708 
1611	590 274 298 274 259 259 
1612	419 324 281 415 
1613	390 482 427 510 
1614	389 288 335 314 
1615	259 313 455 272 259 
1616	403 403 281 276 259 259 
1617	332 383 624 473 473 
1618	544 504 258 259 259 
1619	280 305 293 345 
1620	504 
1621	384 481 587 709 
1622	561 459 443 
1623	327 324 330 327 273 330 
1624	498 398 453 273 
1625	707 325 330 352 330 
1626	302 257 449 510 
1627	362 535 281 282 
1628	710 352 710 552 
1629	561 453 
1630	498 399 315 316 595 
1631	573 646 262 621 
1632	311 423 381 510 
1633	590 464 281 479 
1634	517 557 558 299 
1635	535 517 557 329 404 404 
1636	288 276 259 682 259 
1637	498 397 399 316 
1638	458 476 558 
1639	306 414 278 
1640	306 380 452 
1641	615 257 579 529 
1642	532 377 
1643	305 303 270 259 259 
1644	384 486 587 388 309 
1645	713 391 346 331 
1646	588 386 455 330 330 
1647	403 403 270 408 405 408 
1648	384 476 326 
1649	445 562 455 477 
1650	681 306 533 284 
1651	311 325 346 352 
1652	280 625 270 600 
1653	289 281 358 418 626 
1654	272 327 455 330 327 330 
1655	389 530 557 558 
1656	539 441 439 306 
1658	288 401 298 263 
1659	306 557 558 
1660	401 414 414 395 285 286 
1661	645 624 414 414 482 
1662	534 288 376 358 
1663	532 409 350 352 
1664	292 446 387 507 
1665	436 295 364 479 
1666	433 368 362 
1667	403 403 459 541 406 
1668	498 574 
1669	651 534 574 
1670	269 270 600 259 259 
1671	269 421 281 330 330 
1672	415 482 507 
1673	717 606 300 
1674	280 384 437 299 
1675	311 489 437 381 388 
1676	347 532 358 
1677	311 592 384 315 316 
1678	292 311 446 670 
1679	718 292 719 707 543 
1680	446 315 316 
1681	476 297 548 
1682	536 646 697 664 
1683	458 426 558 
1684	628 721 436 272 
1685	307 499 282 595 
1686	394 325 415 444 
1687	593 722 540 723 348 
1688	455 320 507 
1689	473 403 403 473 259 661 259 
1690	376 258 272 418 
1691	492 492 557 404 417 404 
1692	383 313 473 473 315 316 
1693	489 585 574 486 
1694	706 578 407 682 
1695	386 725 307 
1696	327 303 297 330 327 330 
1698	620 412 671 726 
1699	588 270 330 330 727 
1700	298 270 272 352 
1701	327 270 327 276 
1702	489 728 282 329 
1703	306 451 313 282 
1704	387 345 270 259 259 
1705	517 415 404 510 404 
1706	386 528 600 259 259 
1707	323 334 270 263 
1708	274 322 591 274 275 273 
1709	419 327 403 403 297 327 
1710	313 263 626 259 259 
1711	393 256 518 526 
1712	713 527 
1713	729 729 330 586 462 330 
1714	460 504 258 272 
1715	257 487 260 
1716	460 403 403 406 404 404 
1717	457 406 408 408 359 
1718	261 306 263 258 
1719	271 465 466 
1720	411 391 281 453 
1721	382 311 391 346 
1722	401 295 277 359 
1723	650 
1724	281 277 259 595 259 
1725	339 298 306 
1726	492 492 453 731 
1727	469 732 470 511 
1728	733 586 
1729	512 259 330 276 330 259 
1730	305 298 415 259 259 
1731	439 510 
1732	679 687 523 353 
1733	262 381 346 352 
1734	502 626 259 396 259 
1735	415 565 566 
1736	329 404 595 300 477 404 
1737	705 
1738	313 640 259 309 259 
1739	401 304 364 395 
1740	306 270 482 420 
1741	280 449 255 259 259 
1742	387 271 306 270 
1743	605 293 364 529 
1744	327 628 330 327 513 330 
1745	288 418 315 316 336 
1746	305 377 315 316 
1747	267 306 467 273 
1748	482 381 
1749	332 306 384 338 
1750	579 595 
1751	361 295 263 600 
1752	404 655 284 405 404 
1753	327 325 330 327 273 330 
1754	386 298 304 272 
1755	623 419 605 413 
1756	397 685 634 686 399 
1757	366 368 530 635 
1758	255 413 270 330 330 
1759	735 321 342 337 
1760	360 280 453 315 316 
1761	456 593 459 380 406 
1762	375 466 579 
1763	332 298 289 259 259 
1764	446 498 256 398 
1765	737 448 545 545 259 259 
1766	386 288 425 600 
1767	327 345 426 330 327 330 
1768	272 403 403 425 315 316 
1769	272 529 336 401 
1770	539 592 306 443 
1771	439 548 285 
1772	298 289 626 259 259 
1773	311 739 518 284 
1774	512 582 401 337 
1775	312 436 257 304 400 
1776	292 498 384 398 
1777	439 442 492 492 
1778	298 289 306 346 
1779	511 504 579 529 
1780	459 517 406 281 321 
1781	645 393 426 479 
1782	562 506 455 493 510 
1783	389 564 290 
1784	469 536 740 517 
1785	327 460 473 276 330 327 473 330 
1786	393 304 425 335 
1787	457 406 270 404 404 
1788	647 459 406 529 
1789	403 403 557 270 404 388 404 
1790	292 255 482 377 
1791	473 426 473 314 449 
1792	441 284 529 443 286 
1793	569 334 518 330 330 
1794	449 306 276 259 259 
1795	255 257 276 640 
1796	393 508 
1797	439 442 432 742 
1798	390 452 696 649 
1799	311 341 418 315 316 
1800	628 269 413 284 259 259 
1801	489 437 
1802	280 284 346 349 
1803	403 403 256 273 315 316 
1804	412 333 383 346 
1805	373 519 270 330 330 
1806	311 390 492 492 391 
1807	714 713 426 485 
1808	519 517 404 278 404 
1809	403 403 259 270 640 259 
1810	292 269 425 409 
1811	724 439 260 265 
1812	445 419 324 415 
1813	459 517 282 406 371 
1814	460 557 517 404 273 404 
1815	288 401 352 359 
1816	570 274 274 640 259 259 
1817	419 628 297 260 
1818	684 386 544 259 259 
1819	573 574 308 437 388 
1820	322 304 260 337 
1821	692 569 304 624 
1822	292 452 
1823	384 486 587 452 
1824	561 443 359 
1825	457 459 557 430 300 
1826	476 281 330 330 
1827	269 702 645 315 316 
1828	746 506 476 296 297 
1829	544 345 259 352 259 
1830	361 269 308 346 310 
1831	292 591 735 277 
1832	272 294 289 336 
1833	628 302 450 513 
1834	360 460 302 415 
1835	713 549 741 354 
1836	287 466 398 
1837	474 255 295 330 330 
1838	280 625 322 295 388 
1839	590 295 600 444 
1840	332 303 294 295 
1841	387 660 284 449 
1842	386 305 387 
1843	311 418 748 670 
1844	274 274 324 338 275 275 626 
1845	577 661 
1846	272 347 421 377 
1847	311 452 308 259 310 259 
1848	591 270 509 742 
1849	549 376 377 
1850	255 403 403 270 259 259 
1851	372 338 277 
1852	418 260 
1853	293 338 307 308 
1854	276 277 626 259 259 
1855	588 522 509 291 523 388 
1856	401 259 276 600 259 
1857	456 457 288 406 408 408 
1858	457 439 441 403 403 517 
1859	516 603 463 345 
1860	454 341 346 314 
1861	261 333 259 610 259 
1862	281 330 277 453 330 
1863	535 334 345 259 259 
1864	364 749 
1865	449 476 326 354 
1866	274 303 274 276 272 
1867	515 530 543 
1868	274 274 624 272 273 
1869	686 270 510 
1870	473 270 473 528 259 259 
1871	591 453 626 260 
1872	489 384 273 377 
1873	403 403 426 
1874	288 473 256 473 401 
1875	274 534 274 289 259 259 
1876	311 714 350 
1877	448 482 
1878	268 600 352 309 
1879	564 455 477 
1880	593 403 403 380 408 408 
1881	725 461 391 272 
1882	274 512 274 259 275 272 259 
1883	272 625 289 263 
1884	387 534 506 415 329 
1885	530 425 708 309 
1886	316 648 388 
1887	383 473 473 449 259 300 259 
1888	561 607 659 569 385 
1889	562 752 722 455 282 
1890	512 384 
1891	424 345 295 364 
1892	261 270 276 640 
1893	625 274 274 426 273 
1894	637 665 418 715 753 
1895	403 306 403 558 299 510 
1896	718 523 353 472 509 755 
1897	383 529 510 507 
1898	268 294 633 264 
1899	292 269 401 512 
1900	390 654 482 689 
1901	592 429 462 
1902	393 314 487 462 
1903	288 293 255 295 
1904	645 439 635 595 
1905	582 364 264 377 
1906	367 568 413 
1907	561 292 368 479 
1908	449 259 263 321 342 259 
1909	524 603 303 295 
1910	721 577 627 
1911	384 358 
1912	650 
1913	384 481 486 
1914	457 373 557 558 388 
1915	389 515 530 430 
1916	718 562 455 277 354 
1917	268 303 375 259 259 
1918	718 509 472 523 
1919	301 397 399 
1920	327 293 330 327 352 330 
1921	446 326 315 316 
1922	288 712 299 260 388 
1923	323 304 453 388 359 
1924	733 591 726 757 
1925	397 
1926	457 406 476 408 408 
1927	758 631 759 371 
1928	642 510 
1929	324 270 273 260 388 
1930	344 630 
1931	720 738 439 440 
1932	760 325 558 
1933	470 564 271 529 
1934	386 597 513 
1935	389 391 
1936	276 381 462 359 
1937	406 330 299 300 408 408 330 
1938	575 364 542 
1939	272 261 544 289 284 
1940	269 303 281 430 
1941	327 376 325 330 327 330 
1942	327 362 330 327 761 330 
1943	280 441 264 358 
1944	536 535 529 291 
1945	386 270 600 259 259 
1946	327 271 329 327 330 330 
1947	311 313 346 
1948	561 368 425 476 
1949	512 585 476 437 
1950	345 722 540 557 404 404 
1951	592 533 465 505 
1952	323 517 276 408 408 
1953	403 403 405 408 408 
1954	561 436 371 
1955	280 441 359 
1956	390 350 658 527 
1957	457 551 406 300 408 408 
1959	393 304 394 
1960	763 591 413 730 
1962	304 658 
1963	308 273 339 310 
1964	380 696 352 355 
1965	606 385 595 300 
1966	485 350 351 352 
1967	270 600 259 396 259 
1968	564 706 439 
1969	292 529 277 309 
1970	401 473 473 265 320 
1971	271 707 606 343 
1972	766 525 516 592 
1973	628 582 262 548 
1974	536 279 580 506 297 
1975	486 309 285 310 
1976	530 285 309 321 
1977	298 289 296 259 259 259 
1978	340 595 
1979	489 593 384 
1980	387 288 455 297 
1981	713 518 348 552 
1982	503 375 
1983	306 509 
1984	292 302 358 309 
1985	637 715 648 638 
1986	453 377 
1987	623 403 403 256 330 330 
1988	268 258 264 400 
1989	564 514 443 
1990	717 332 288 496 
1991	767 768 
1992	590 313 346 315 316 
1993	455 330 277 259 330 259 
1994	525 539 479 627 
1995	361 327 455 327 330 330 
1996	401 499 394 600 
1997	651 338 308 490 310 
1998	360 279 582 514 
1999	403 403 557 517 406 408 408 
2000	476 330 400 260 330 
2001	590 306 283 273 
2002	393 315 371 
2003	403 403 325 455 330 330 
2004	561 530 259 556 259 
2005	460 486 587 286 
2006	515 547 463 
2007	298 272 273 401 
2008	769 676 414 414 505 
2009	403 403 459 406 612 
2010	498 398 556 600 273 
2011	274 387 274 275 273 316 
2012	319 324 338 508 
2013	591 377 
2014	292 261 651 534 314 
2015	643 770 718 316 
2016	439 440 589 
2017	306 545 545 744 744 551 
2018	435 312 582 359 
2019	518 482 355 522 
2021	274 269 512 274 338 
2022	460 653 771 496 
2023	582 533 369 
2024	387 455 281 282 
2025	562 506 455 297 
2026	389 412 333 271 377 
2027	389 288 377 510 
2028	269 640 273 259 259 
2029	445 458 558 
2031	574 455 263 614 
2032	628 377 745 677 
2033	426 452 325 482 
2034	403 403 557 558 315 316 
2035	305 772 
2036	395 283 
2037	386 425 325 330 330 
2038	749 606 299 510 
2039	403 403 506 415 329 278 
2040	412 298 384 
2041	773 774 453 522 355 
2042	327 717 270 327 260 
2043	327 270 327 610 260 
2044	387 308 437 258 310 
2045	534 281 476 626 
2046	744 744 654 
2047	775 549 683 
2048	587 486 330 595 330 
2049	289 707 259 359 259 
2050	305 557 558 496 
2051	271 518 
2052	280 532 542 
2053	327 707 330 327 260 330 
2054	549 359 
2055	255 276 284 259 259 
2056	603 364 260 
2057	532 285 
2058	720 290 325 259 278 259 
2059	315 316 522 342 
2060	607 418 
2061	669 387 778 
2062	418 683 315 316 566 
2063	480 660 258 670 736 
2064	311 745 683 409 670 
2065	501 779 406 612 
2066	305 296 
2067	512 294 257 364 
2068	637 589 638 522 
2069	561 457 373 558 
2070	535 263 416 449 416 
2071	516 314 
2072	430 265 
2073	274 345 274 276 259 259 
2074	592 296 415 443 
2075	389 515 
2076	274 288 274 277 259 259 
2077	304 257 358 418 
2078	445 707 566 
2079	564 
2080	582 479 765 354 
2081	283 284 514 336 
2082	535 288 400 528 
2083	530 393 635 648 
2084	403 403 282 415 
2085	549 
2086	634 399 388 359 
2087	281 455 377 
2088	634 780 499 781 
2089	306 451 308 277 
2090	327 747 752 330 327 277 330 
2091	257 400 273 259 259 
2092	546 440 416 443 416 
2093	272 457 403 403 557 517 404 404 
2094	446 544 289 259 259 
2095	311 391 346 
2096	384 654 437 670 
2097	289 270 259 782 259 
2098	702 530 321 285 
2099	605 476 415 477 
2100	568 302 582 755 
2101	425 557 517 341 404 404 
2102	516 542 
2103	271 455 449 259 259 
2104	645 403 403 406 
2105	386 293 450 259 259 
2106	272 397 296 
2107	293 384 452 381 
2108	303 276 346 315 316 
2109	383 376 335 608 
2110	539 392 565 316 494 
2111	481 486 316 
2112	288 335 314 559 
2113	562 455 297 416 416 
2114	446 459 406 278 
2115	292 256 258 600 
2116	445 456 459 406 
2117	498 499 270 398 
2118	534 391 263 291 
2119	647 509 523 353 
2120	718 470 784 
2121	517 281 329 558 
2122	451 654 452 352 
2123	255 492 492 557 404 404 
2124	460 325 270 352 
2125	311 376 
2126	403 289 403 270 259 259 
2127	327 341 476 330 327 330 
2128	676 329 558 
2129	389 535 271 527 
2130	564 515 264 
2131	292 418 565 
2132	305 557 329 558 
2133	272 274 274 275 528 388 
2134	607 460 545 545 354 
2135	729 729 642 559 339 
2136	391 259 315 278 316 259 
2137	345 413 442 414 414 
2138	292 298 257 270 
2139	401 258 272 349 
2140	393 362 303 264 
2141	272 498 276 626 259 259 
2142	362 270 276 263 
2143	327 535 707 330 327 330 
2144	255 270 276 259 259 
2145	569 377 621 757 
2146	255 485 350 351 
2147	303 308 276 299 
2148	389 403 403 557 404 388 404 
2149	279 517 557 329 404 404 
2150	439 441 283 
2151	382 311 325 352 
2152	454 426 
2153	289 294 600 272 
2154	564 481 486 
2155	384 276 528 277 
2156	301 258 326 381 
2157	386 377 417 309 
2158	294 304 270 326 
2159	338 329 326 
2160	582 401 295 450 
2161	517 557 558 
2162	535 450 273 401 
2163	454 282 281 455 
2164	418 
2165	401 263 395 479 
2166	501 741 497 364 
2167	287 591 426 395 
2168	606 300 
2169	561 393 298 559 
2170	459 406 315 316 
2171	321 
2172	439 440 
2173	386 391 276 381 
2174	261 401 259 276 259 
2175	456 457 255 459 
2176	274 274 289 358 359 
2177	306 573 574 326 
2178	393 347 
2179	296 329 600 555 
2180	332 303 276 346 
2181	413 326 
2182	269 449 270 259 259 
2183	398 399 552 
2184	368 562 476 329 579 
2185	274 269 274 330 273 330 
2186	419 327 327 284 315 316 
2187	516 287 550 415 
2188	389 515 384 654 
2189	269 533 358 260 
2190	271 304 558 
2191	256 749 753 
2192	534 306 391 263 
2194	287 312 534 624 
2195	274 473 274 289 473 339 
2196	272 269 345 304 
2197	426 259 703 510 259 
2198	660 559 
2199	327 384 486 327 326 315 316 
2200	703 313 341 
2201	481 486 587 
2202	498 384 381 315 316 
2203	431 391 414 377 
2204	425 504 263 352 
2205	506 451 262 329 565 
2206	403 403 397 399 
2207	327 325 330 327 277 330 371 
2208	272 298 306 276 
2209	271 259 455 640 259 
2210	345 295 418 285 321 
2211	426 774 551 
2212	775 539 432 
2213	434 292 645 315 316 
2214	292 442 505 443 
2215	778 364 385 496 388 
2216	609 787 769 788 
2217	789 448 391 572 
2218	592 530 255 476 
2219	274 274 289 275 346 
2220	590 274 512 274 338 
2221	386 326 671 757 
2222	641 
2223	296 297 326 316 
2224	384 264 
2225	439 302 329 404 404 
2226	406 405 408 408 
2227	281 415 330 385 300 388 330 
2228	439 414 414 
2229	425 263 418 273 
2230	288 270 259 401 259 
2231	302 518 527 
2232	270 400 272 259 259 
2233	561 558 371 
2234	680 345 498 483 
2236	274 274 275 276 453 260 
2237	777 306 384 
2238	790 264 655 260 
2239	330 405 408 330 408 
2240	426 373 370 
2241	590 274 274 289 762 
2242	716 440 514 
2243	324 289 455 401 
2244	289 257 398 284 
2245	303 306 384 437 
2246	475 618 776 
2247	451 452 308 258 310 
2248	268 270 258 259 259 
2249	511 
2250	327 271 330 327 689 330 
2251	561 329 494 355 
2252	303 338 308 263 310 
2253	365 264 
2254	489 384 262 381 
2255	333 436 276 299 300 
2256	458 459 406 321 
2257	389 315 316 
2258	382 683 791 
2259	492 492 557 329 404 404 
2260	458 493 329 558 
2261	506 341 415 297 259 259 
2262	645 312 757 
2263	591 586 757 
2264	435 364 
2265	654 299 606 507 
2266	268 338 400 523 353 
2267	616 387 665 638 
2268	327 327 330 418 462 330 
2269	324 259 326 284 259 
2270	651 435 312 595 
2271	292 707 258 299 496 
2272	268 345 259 455 259 
2273	625 282 259 259 309 
2274	604 430 377 
2275	561 659 439 548 
2276	403 403 459 406 278 
2277	272 288 362 298 300 
2278	274 401 298 274 275 270 
2279	368 569 425 304 
2280	415 476 263 792 300 
2281	272 450 273 259 259 
2282	327 269 403 403 330 327 330 
2283	311 264 665 638 
2284	654 683 487 793 
2285	702 649 355 522 
2286	274 345 274 556 272 
2287	306 384 264 381 
2288	687 404 443 405 404 
2289	609 787 419 270 388 
2290	421 517 341 404 388 404 
2291	274 274 275 283 640 
2292	493 329 558 
2293	717 289 528 259 259 
2294	426 414 414 745 350 
2295	669 393 500 363 
2296	615 439 548 742 
2297	701 292 482 418 
2298	592 399 388 
2299	274 298 274 338 275 284 
2300	361 400 273 259 259 
2301	389 257 414 753 
